-0.008154887	0.042799387	-0.030401496	-0.0064369864	-0.039399043	-0.064768456	0.08608267	-0.0052932836	-0.0014947496	-0.03039682	0.11650289	0.020605152	0.043537438	-0.040435158	-0.01678887	0.11076603
0.020602036	0.041703533	-0.037645597	0.04099441	0.01672434	0.013752074	0.0020988826	0.044345587	-0.0059777475	0.013722661	0.126688	-0.039803457	-0.018950757	-0.05207437	-0.013296605	0.06725037
-0.0015934287	0.09537671	-0.024060236	-0.040986083	0.036294315	-0.05154498	-0.012372907	0.020360406	-0.07448118	0.031712905	0.084702656	-0.060449604	-0.014853948	-0.013459044	-0.0360134	0.006882244
-0.007880503	0.046960913	-0.07125955	-0.030164018	-0.04677592	-0.010975602	0.04384032	0.04060381	-0.030185934	0.012354042	0.079256624	-0.0705277	0.08398059	-0.035499968	-0.031564105	0.018005569
0.0075601707	-0.02306025	-0.060425945	-0.03251879	-0.030617354	-0.08218272	0.12451474	-0.023694834	-0.06429463	-0.0014259167	0.067722335	-0.036543246	0.07700491	-0.042389736	-0.023605023	0.06563649
-0.008842439	-0.0058901655	-0.0752376	0.0068891454	0.02113261	-0.050187845	0.03782662	-0.00077205966	0.06728929	-0.05881783	0.0652731	-0.054109067	-0.0062478795	-0.069199346	-0.031574383	0.09482767
-0.03468684	-0.018645214	-0.056736384	0.05967765	-0.012756869	-0.012321712	0.10166132	0.09731299	-0.0832917	-0.04128877	0.06912083	-0.076238796	0.054481346	0.0010211022	-0.06342817	-0.0037907297
-0.024164893	-0.012732253	-0.056171227	-0.0033235755	-0.05216978	-0.022818243	0.04003524	0.038153093	-0.075637914	-0.04391177	0.12037149	-0.12509824	0.0320159	0.040094703	-0.0016609011	-0.031795315
-0.064950354	0.0742193	-0.052428197	0.12572628	-0.001616155	-0.07063863	0.039061364	-0.016749226	0.0056439894	-0.07318387	0.050009202	-0.005272132	0.03914375	0.059910625	-0.06696066	-0.045979973
0.0076374714	0.016793875	-0.08255848	0.006595781	-0.028528841	-0.08555307	-0.014962805	0.07802581	0.016962389	-0.00711625	0.13702534	-0.075996004	0.030672964	-0.03564255	-0.004881771	0.091148555
-0.040315706	-0.04526864	-0.07855745	0.11458119	-0.020051345	0.008249637	0.10173408	0.039740067	-0.016889408	-0.061670642	0.07514575	-0.115621604	0.091079675	0.025357716	-0.0018834794	0.038772028
-0.03150982	0.028860623	-0.057509083	-0.06997131	-0.011943979	-0.028921107	-0.016732771	0.030562647	0.050617035	0.047908287	0.042736407	0.063218415	0.03233704	0.05030728	-0.055172864	0.05078555
0.021236226	-0.02200392	-0.021047367	0.029835453	-0.049431775	-0.023656268	-0.009383606	-0.033396233	0.13664259	-0.011234875	-0.033952124	-0.12576781	-0.01743855	-0.05153556	-0.09858387	0.021126634
0.042689748	-0.002954516	0.06087454	0.007467316	-0.04130289	-0.008006841	0.109495685	0.0054384465	0.06959794	0.11340524	0.12730391	-0.11198672	-0.03528472	0.009640392	0.029241554	0.056208387
0.04352778	0.09528162	-0.050192375	0.086972415	0.012194322	-0.030690243	-0.053403594	-0.05515764	-0.024260705	0.010608726	0.07894729	-0.040882822	0.13275687	-0.10376711	-0.019621557	0.06576065
0.02111714	0.017996894	0.028997537	0.03362603	0.03162103	-0.038861964	0.011841016	0.0051402086	0.039812993	0.055804238	0.045672026	-0.026583914	0.0695703	0.004163589	-0.023125624	0.0885499
0.053063106	-0.017194927	-0.05755541	0.007584402	0.11646098	0.0047874046	0.08162958	0.02264023	-0.051324088	0.0038513876	0.04090316	-0.008345556	0.030670127	-0.01960128	-0.007175262	0.03157142
-0.086062804	0.010449187	-0.062566124	-0.06823945	-0.03973459	-0.016232003	-0.06794613	0.01026924	0.074110426	-0.08641473	-0.021800866	0.027275743	-0.05881147	-0.05132943	-0.01380162	0.04356345
0.0026982797	0.09824007	-0.04272083	0.07732623	0.02418171	0.025304908	0.07551086	0.053724192	-0.0012899885	-0.14222538	0.11802278	0.06180461	0.114623286	-0.060041673	-0.03617928	0.0843116
-0.059796564	-0.0002878714	-0.017553998	-0.1499974	0.09442878	-0.11290703	-0.036816563	0.04480768	-0.025488084	0.0012680052	0.038732603	-0.21153842	0.032322153	-0.051133182	0.024947548	-0.029298613
-0.08389915	0.022532532	0.008941567	-0.0058309333	-0.08029095	-0.018342242	-0.061037786	0.055338487	0.009806593	-0.03210497	0.06459768	-0.008242128	0.03530168	0.049262203	-0.010282954	0.073638484
-0.0854466	0.014581541	0.05768934	0.074113734	-0.010450899	0.046996895	0.03763607	0.020406205	0.1152381	-0.05371608	-0.062132467	-0.075752005	0.08925497	0.1372714	-0.008673163	0.13604403
-0.074262336	0.0858894	-0.06833491	0.04976486	-0.0034938906	-0.10030077	-0.014733474	0.021414591	-0.10434698	-0.012779173	0.01569658	0.0710581	0.072036184	-0.029778078	-0.0017575308	-0.03086397
-0.04661821	-0.0034058257	-0.07457626	-0.005226981	-0.050601244	-0.017913945	0.0049117827	-0.07659633	0.0007357509	-0.08498771	0.13925733	-0.0892149	0.06895372	0.11426371	0.039190255	0.037103754
-0.032676686	0.05797311	-0.021206481	0.003196288	-0.03406436	-0.03227459	-0.0052909995	-0.048851725	-0.06522386	-0.036028214	0.0008919977	-0.05585195	-0.014499378	-0.0055296114	-0.09411032	0.035249047
0.13139829	-0.0011770031	0.034696385	0.0083444575	-0.14807229	-0.10748823	0.01745752	0.080113165	0.06128041	-0.02191391	0.042708024	-0.009188994	0.079597116	-0.05496281	-0.0898938	0.032862894
0.0046479492	0.03431619	-0.009052291	0.04227877	0.051213372	-0.04427725	-0.0038078427	-0.1000003	-0.03868929	-0.100455396	0.047386914	-0.05720412	0.006207124	0.021594312	-0.09620422	0.01781467
0.039106883	-0.05400757	0.03708178	0.023975277	0.084949225	-0.0044705174	0.05252636	-0.071492694	-0.006082284	0.05628098	0.002715447	-0.013896163	-0.050377283	0.019510416	-0.049310144	0.05676131
-0.12690777	0.059829243	-0.008294624	0.014350937	0.07156807	0.09342938	0.042623084	0.013676914	0.039669216	0.09566371	0.17281626	-0.06565844	0.0757946	0.035337713	-0.100944206	0.010853908
